FL_DATE,AIRLINE_ID,FL_NUM,REGION,ORIGIN_STATE_NAME,ORIGIN_CITY_NAME,DEST_CITY_NAME,SCH_ARR_TIME,ACT_ARR_TIME,ARR_DELAY,SCH_DEPT_TIME,ACT_DEPT_TIME,DEPT_DELAY
12/29/2017,19977,1960,Northeast,New Jersey,Newark,Los Angeles,15:12,14:47,-25,12:00,11:54,-6
12/29/2017,19977,1970,Northeast,New Jersey,Newark,Atlanta,16:46,16:21,-25,14:13,14:11,-2
12/29/2017,19977,1986,South,Texas,Dallas/Fort Worth,Newark,10:09,9:44,-25,5:50,5:46,-4
12/29/2017,19790,1997,West,Utah,Salt Lake City,Las Vegas,21:12,20:47,-25,20:35,20:33,-2
12/29/2017,19977,2016,West,California,San Diego,San Francisco,20:42,20:17,-25,19:04,18:55,-9
12/29/2017,19790,2049,South,Georgia,Atlanta,San Francisco,10:50,10:25,-25,8:20,8:17,-3
12/29/2017,19790,2057,Northeast,New York,New York,Atlanta,13:45,13:20,-25,11:00,10:54,-6
12/29/2017,19805,2069,South,South Carolina,Charleston,Charlotte,14:05,13:40,-25,12:53,12:49,-4
12/29/2017,19790,2104,Northeast,Rhode Island,Providence,Atlanta,21:26,21:01,-25,18:25,18:19,-6
12/29/2017,19977,2123,South,Texas,Austin,San Francisco,9:02,8:37,-25,7:00,7:01,1
12/29/2017,19977,2144,West,New Mexico,Albuquerque,Houston,11:06,10:41,-25,8:00,7:48,-12
12/29/2017,19790,2183,West,Alaska,Fairbanks,Seattle,6:00,5:35,-25,1:00,0:55,-5
12/29/2017,19790,2217,West,Nevada,Las Vegas,Los Angeles,7:15,6:50,-25,6:00,5:54,-6
12/29/2017,19805,2352,West,California,San Francisco,Dallas/Fort Worth,23:20,22:55,-25,18:00,17:50,-10
12/29/2017,19790,2431,Northeast,Pennsylvania,Pittsburgh,Atlanta,15:16,14:51,-25,13:20,13:13,-7
12/29/2017,19790,2475,Midwest,Wisconsin,Milwaukee,Atlanta,15:45,15:20,-25,12:35,12:35,0
12/29/2017,19790,2514,South,Florida,Melbourne,Atlanta,19:07,18:42,-25,17:20,17:15,-5
12/29/2017,19790,2537,South,Florida,Fort Myers,New York,11:09,10:44,-25,8:20,8:12,-8
12/29/2017,19805,2768,South,Texas,Dallas/Fort Worth,San Francisco,18:28,18:03,-25,16:30,16:32,2
12/29/2017,19805,2774,South,Texas,Dallas/Fort Worth,San Diego,18:30,18:05,-25,17:20,17:14,-6
12/29/2017,19790,2927,South,Georgia,Atlanta,Sacramento,22:42,22:17,-25,20:18,20:15,-3
12/29/2017,19790,2944,West,Nevada,Las Vegas,Minneapolis,16:56,16:31,-25,11:40,11:33,-7
12/29/2017,19393,4220,South,Kentucky,Louisville,Las Vegas,15:05,14:40,-25,13:45,13:43,-2
12/29/2017,19393,4785,West,Oregon,Portland,Denver,20:00,19:35,-25,16:35,16:32,-3
12/29/2017,19393,5002,Northeast,Pennsylvania,Pittsburgh,Los Angeles,15:00,14:35,-25,12:20,12:20,0
12/29/2017,19393,5258,South,Virginia,Washington,Kansas City,11:05,10:40,-25,9:00,8:55,-5
12/29/2017,19393,5406,South,Tennessee,Nashville,San Diego,21:10,20:45,-25,18:35,18:39,4
12/29/2017,19393,5573,Northeast,New York,New York,Atlanta,16:15,15:50,-25,13:40,13:37,-3
12/29/2017,19393,6492,South,Texas,Austin,San Jose,22:55,22:30,-25,20:55,21:00,5
12/29/2017,19393,6575,South,Florida,Orlando,Philadelphia,9:15,8:50,-25,6:50,6:45,-5
12/29/2017,19393,6576,West,California,San Diego,Oakland,8:40,8:15,-25,7:00,6:53,-7
12/29/2017,19393,6686,South,Virginia,Washington,Dallas,20:00,19:35,-25,17:30,17:26,-4
12/29/2017,19393,6902,South,Louisiana,New Orleans,Phoenix,20:40,20:15,-25,18:05,18:04,-1
12/29/2017,19393,6924,West,California,San Diego,Portland,12:55,12:30,-25,10:15,10:07,-8
12/29/2017,19393,6982,West,California,Los Angeles,Sacramento,19:30,19:05,-25,18:05,18:01,-4
12/29/2017,19805,67,Northeast,New York,New York,San Francisco,20:21,19:57,-24,16:30,16:25,-5
12/29/2017,19790,105,Northeast,Massachusetts,Boston,Atlanta,17:58,17:34,-24,14:50,14:50,0
12/29/2017,19790,121,Northeast,New York,New York,Minneapolis,8:11,7:47,-24,6:05,5:55,-10
12/29/2017,19790,345,West,California,Los Angeles,San Jose,13:55,13:31,-24,12:30,12:32,2
12/29/2017,19790,367,Northeast,New York,New York,Sarasota/Bradenton,14:15,13:51,-24,10:50,10:54,4
12/29/2017,19977,380,South,Florida,Orlando,San Francisco,21:10,20:46,-24,18:10,18:05,-5
12/29/2017,19977,400,West,California,San Francisco,Washington,16:16,15:52,-24,8:10,8:09,-1
12/29/2017,19805,481,South,Florida,Miami,Phoenix,10:19,9:55,-24,6:55,6:52,-3
12/29/2017,19977,519,Midwest,Illinois,Chicago,Las Vegas,14:33,14:09,-24,12:28,12:26,-2
12/29/2017,19805,536,South,Texas,Dallas/Fort Worth,Las Vegas,10:19,9:55,-24,9:10,9:07,-3
12/29/2017,19393,667,West,Nevada,Reno,San Jose,10:15,9:51,-24,9:00,9:00,0
12/29/2017,19977,669,West,California,Sacramento,Denver,19:17,18:53,-24,15:55,15:47,-8
12/29/2017,19393,672,Midwest,Illinois,Chicago,Cincinnati,8:10,7:46,-24,6:00,5:54,-6
12/29/2017,19977,730,Northeast,New Jersey,Newark,Orlando,17:34,17:10,-24,14:40,14:37,-3
12/29/2017,19977,756,West,California,San Francisco,Denver,8:33,8:09,-24,5:00,4:54,-6
12/29/2017,19790,806,West,California,San Francisco,Minneapolis,5:55,5:31,-24,0:20,0:07,-13
12/29/2017,19790,817,Midwest,Minnesota,Minneapolis,Tampa,11:18,10:54,-24,6:50,6:51,1
12/29/2017,19790,873,West,California,San Jose,Salt Lake City,16:02,15:38,-24,13:04,12:58,-6
12/29/2017,19393,921,West,Colorado,Denver,Oakland,10:05,9:41,-24,8:15,8:13,-2
12/29/2017,19393,964,South,Tennessee,Nashville,Las Vegas,21:20,20:56,-24,19:05,18:59,-6
12/29/2017,19790,994,Northeast,Massachusetts,Boston,Minneapolis,10:33,10:09,-24,8:00,7:59,-1
12/29/2017,19977,1038,South,Virginia,Washington,Los Angeles,9:20,8:56,-24,6:20,6:18,-2
12/29/2017,19393,1044,South,Texas,Houston,Phoenix,8:55,8:31,-24,6:55,6:54,-1
12/29/2017,19393,1050,Northeast,New York,New York,Nashville,13:15,12:51,-24,11:35,11:30,-5
12/29/2017,19790,1056,West,Utah,Salt Lake City,Santa Ana,16:02,15:38,-24,15:00,14:59,-1
12/29/2017,19790,1069,Midwest,Ohio,Columbus,Atlanta,12:19,11:55,-24,10:31,10:30,-1
12/29/2017,19977,1083,South,Texas,Houston,San Diego,13:26,13:02,-24,11:55,11:53,-2
12/29/2017,19393,1084,South,North Carolina,Raleigh/Durham,Las Vegas,10:05,9:41,-24,7:45,7:42,-3
12/29/2017,19977,1103,West,Colorado,Denver,Houston,11:13,10:49,-24,7:48,7:43,-5
12/29/2017,19790,1147,South,Georgia,Atlanta,Oklahoma City,10:05,9:41,-24,8:38,8:34,-4
12/29/2017,19790,1149,West,California,Los Angeles,Honolulu,23:00,22:36,-24,18:55,19:03,8
12/29/2017,19790,1152,Midwest,Ohio,Columbus,Atlanta,18:14,17:50,-24,16:25,16:24,-1
12/29/2017,19805,1196,South,Texas,Austin,Los Angeles,10:14,9:50,-24,8:30,8:30,0
12/29/2017,19393,1273,West,Colorado,Denver,Atlanta,11:05,10:41,-24,6:10,6:09,-1
12/29/2017,19977,1274,Midwest,Minnesota,Minneapolis,Denver,10:08,9:44,-24,8:50,8:39,-11
12/29/2017,19977,1295,West,California,Los Angeles,Lihue,12:29,12:05,-24,8:10,8:13,3
12/29/2017,19790,1318,Midwest,Minnesota,Minneapolis,Palm Springs,11:36,11:12,-24,9:30,9:29,-1
12/29/2017,19393,1362,South,Louisiana,New Orleans,Oakland,17:50,17:26,-24,15:00,15:03,3
12/29/2017,19790,1381,South,Florida,Valparaiso,Atlanta,18:25,18:01,-24,16:04,16:01,-3
12/29/2017,19790,1398,Northeast,New York,New York,Orlando,18:34,18:10,-24,15:25,15:24,-1
12/29/2017,19805,1408,West,Nevada,Las Vegas,Los Angeles,20:16,19:52,-24,18:50,18:48,-2
12/29/2017,19977,1412,West,California,San Jose,Denver,10:40,10:16,-24,7:05,6:52,-13
12/29/2017,19805,1435,Northeast,New Jersey,Newark,Phoenix,20:09,19:45,-24,16:20,16:14,-6
12/29/2017,19805,1442,Midwest,Missouri,St. Louis,Dallas/Fort Worth,10:05,9:41,-24,8:00,7:59,-1
12/29/2017,19977,1490,West,California,San Francisco,Las Vegas,9:39,9:15,-24,8:00,7:52,-8
12/29/2017,19977,1496,Northeast,New Jersey,Newark,Miami,0:16,23:52,-24,21:05,21:03,-2
12/29/2017,19790,1524,South,Georgia,Atlanta,Houston,16:22,15:58,-24,14:59,15:02,3
12/29/2017,19790,1557,South,Florida,Fort Myers,Detroit,21:20,20:56,-24,18:20,18:11,-9
12/29/2017,19393,1571,West,California,Sacramento,Portland,0:05,23:41,-24,22:25,22:23,-2
12/29/2017,19790,1598,West,Washington,Seattle,Atlanta,14:00,13:36,-24,6:15,6:15,0
12/29/2017,19805,1627,South,Florida,Miami,Los Angeles,15:06,14:42,-24,12:10,12:09,-1
12/29/2017,19790,1661,Northeast,Pennsylvania,Philadelphia,Atlanta,20:22,19:58,-24,17:51,17:51,0
12/29/2017,19790,1667,South,Alabama,Huntsville,Atlanta,20:49,20:25,-24,18:40,18:37,-3
12/29/2017,19790,1672,Northeast,New York,Buffalo,Atlanta,14:35,14:11,-24,12:10,12:10,0
12/29/2017,19790,1701,South,Georgia,Atlanta,Las Vegas,15:17,14:53,-24,13:41,13:41,0
12/29/2017,19977,1720,West,California,San Francisco,Philadelphia,0:15,23:51,-24,15:55,15:48,-7
12/29/2017,19790,1722,South,Florida,Fort Lauderdale,New York,13:59,13:35,-24,11:00,11:03,3
12/29/2017,19977,1727,South,Florida,Orlando,Newark,8:29,8:05,-24,5:55,5:48,-7
12/29/2017,19790,1772,South,Georgia,Atlanta,Phoenix,13:09,12:45,-24,10:50,10:50,0
12/29/2017,19977,1786,West,California,Los Angeles,Cleveland,6:30,6:06,-24,22:59,22:56,-3
12/29/2017,19977,1834,South,Florida,Fort Myers,Newark,8:17,7:53,-24,5:30,5:24,-6
12/29/2017,19805,1853,South,North Carolina,Charlotte,Pensacola,18:58,18:34,-24,18:10,18:04,-6
12/29/2017,19790,1888,West,Utah,Salt Lake City,New York,23:44,23:20,-24,17:24,17:24,0
12/29/2017,19805,1918,South,Texas,San Antonio,Charlotte,21:21,20:57,-24,17:35,17:27,-8
12/29/2017,19977,1942,South,Texas,Houston,Las Vegas,13:36,13:12,-24,12:10,12:08,-2
12/29/2017,19805,1993,South,North Carolina,Charlotte,Los Angeles,10:20,9:56,-24,7:30,7:27,-3
12/29/2017,19805,2083,South,Texas,Houston,Phoenix,19:58,19:34,-24,18:00,17:55,-5
12/29/2017,19977,2088,West,Colorado,Denver,Orlando,14:04,13:40,-24,8:30,8:24,-6
12/29/2017,19393,2092,West,Washington,Seattle,Baltimore,22:00,21:36,-24,14:00,14:07,7
12/29/2017,19790,2143,South,Florida,Tampa,New York,14:59,14:35,-24,12:15,12:09,-6
12/29/2017,19977,2151,West,California,San Francisco,Boston,7:17,6:53,-24,22:40,22:34,-6
12/29/2017,19790,2294,South,Texas,Houston,Atlanta,20:28,20:04,-24,17:22,17:17,-5
12/29/2017,19790,2342,South,Florida,Jacksonville,Atlanta,16:01,15:37,-24,14:38,14:35,-3
12/29/2017,19790,2365,South,Florida,Tampa,Boston,22:40,22:16,-24,19:30,19:27,-3
12/29/2017,19790,2368,West,California,Los Angeles,Portland,21:45,21:21,-24,19:10,19:10,0
12/29/2017,19790,2477,Northeast,New York,New York,New Orleans,17:53,17:29,-24,14:59,14:54,-5
12/29/2017,19805,2495,South,Texas,Dallas/Fort Worth,Colorado Springs,10:11,9:47,-24,9:05,9:02,-3
12/29/2017,19790,2496,South,Kentucky,Louisville,Atlanta,16:49,16:25,-24,15:20,15:14,-6
12/29/2017,19790,2517,Midwest,Michigan,Detroit,Orlando,15:14,14:50,-24,12:25,12:24,-1
12/29/2017,19805,2519,West,Colorado,Denver,Phoenix,20:39,20:15,-24,18:36,18:31,-5
12/29/2017,19790,2539,Midwest,Wisconsin,Milwaukee,Atlanta,10:07,9:43,-24,7:00,6:56,-4
12/29/2017,19790,2638,South,Georgia,Atlanta,Washington,9:07,8:43,-24,7:25,7:22,-3
12/29/2017,19805,2773,South,Florida,Miami,Las Vegas,22:05,21:41,-24,19:30,19:26,-4
12/29/2017,19393,5104,South,Louisiana,New Orleans,Las Vegas,11:05,10:41,-24,9:10,9:09,-1
12/29/2017,19393,5565,South,Louisiana,New Orleans,Los Angeles,23:50,23:26,-24,21:20,21:36,16
12/29/2017,19393,6001,West,California,San Francisco,Las Vegas,15:35,15:11,-24,14:05,13:59,-6
12/29/2017,19393,6316,South,Tennessee,Nashville,Houston,20:50,20:26,-24,18:40,18:33,-7
12/29/2017,19393,6614,South,Florida,Tampa,New York,8:35,8:11,-24,6:00,5:59,-1
12/29/2017,19393,6778,South,Texas,Austin,Phoenix,8:10,7:46,-24,6:35,6:33,-2
12/29/2017,19393,6902,West,Washington,Seattle,Dallas,15:10,14:46,-24,9:20,9:14,-6
12/29/2017,19393,6944,South,Maryland,Baltimore,Houston,16:05,15:41,-24,13:30,13:27,-3
12/29/2017,19805,23,Northeast,New York,New York,Los Angeles,18:10,17:47,-23,14:30,14:24,-6
12/29/2017,19805,28,West,California,Los Angeles,New York,6:07,5:44,-23,21:45,21:38,-7
12/29/2017,19805,106,West,Washington,Seattle,Phoenix,8:51,8:28,-23,5:00,4:55,-5
12/29/2017,19805,205,West,California,Los Angeles,Kahului,18:28,18:05,-23,14:35,14:26,-9
12/29/2017,19805,327,Midwest,Illinois,Chicago,Washington,14:40,14:17,-23,11:55,11:52,-3
12/29/2017,19977,337,South,Tennessee,Nashville,Houston,8:48,8:25,-23,6:23,6:16,-7
12/29/2017,19805,349,South,Texas,Dallas/Fort Worth,San Francisco,14:59,14:36,-23,13:00,12:56,-4
12/29/2017,19805,392,Midwest,Illinois,Chicago,New York,10:34,10:11,-23,7:30,7:27,-3
12/29/2017,19805,409,South,Texas,Dallas/Fort Worth,Charlotte,23:58,23:35,-23,20:30,20:24,-6
12/29/2017,19790,442,Northeast,New York,New York,Atlanta,22:19,21:56,-23,19:25,19:35,10
12/29/2017,19805,471,South,Tennessee,Memphis,Dallas/Fort Worth,15:52,15:29,-23,14:11,14:07,-4
12/29/2017,19805,478,South,Texas,Dallas/Fort Worth,Phoenix,15:02,14:39,-23,13:25,13:20,-5
12/29/2017,19977,495,West,Colorado,Denver,Washington,15:03,14:40,-23,9:45,9:43,-2
12/29/2017,19977,513,South,Florida,Tampa,Denver,10:23,10:00,-23,8:20,8:12,-8
12/29/2017,19977,524,South,Virginia,Washington,Phoenix,22:17,21:54,-23,19:08,19:00,-8
12/29/2017,19977,550,West,Oregon,Portland,Denver,19:19,18:56,-23,15:50,15:50,0
12/29/2017,19977,637,West,Colorado,Denver,Fort Myers,23:22,22:59,-23,17:50,17:46,-4
12/29/2017,19805,648,South,North Carolina,Charlotte,Philadelphia,12:59,12:36,-23,11:20,11:17,-3
12/29/2017,19805,678,South,North Carolina,Charlotte,Los Angeles,18:54,18:31,-23,16:20,16:20,0
12/29/2017,19393,706,South,Texas,Dallas,Phoenix,7:45,7:22,-23,6:00,6:05,5
12/29/2017,19790,753,Northeast,Massachusetts,Boston,Detroit,21:07,20:44,-23,18:40,18:37,-3
12/29/2017,19393,770,West,Arizona,Phoenix,San Francisco,8:35,8:12,-23,7:25,7:20,-5
12/29/2017,19790,779,West,Utah,Salt Lake City,Minneapolis,18:49,18:26,-23,15:10,15:06,-4
12/29/2017,19805,806,Northeast,Pennsylvania,Pittsburgh,Charlotte,8:44,8:21,-23,7:00,6:59,-1
12/29/2017,19393,807,Midwest,Illinois,Chicago,Louisville,11:35,11:12,-23,9:25,9:18,-7
12/29/2017,19977,842,Northeast,New Jersey,Newark,Raleigh/Durham,15:15,14:52,-23,13:30,13:23,-7
12/29/2017,19790,843,South,Georgia,Atlanta,New York,12:45,12:22,-23,10:30,10:27,-3
12/29/2017,19393,1076,South,Tennessee,Nashville,Houston,9:20,8:57,-23,7:05,7:01,-4
12/29/2017,19805,1155,West,California,San Jose,Chicago,4:52,4:29,-23,22:45,22:36,-9
12/29/2017,19805,1166,South,Florida,Tampa,Dallas/Fort Worth,17:22,16:59,-23,15:30,15:24,-6
12/29/2017,19805,1167,West,California,San Francisco,Dallas/Fort Worth,12:31,12:08,-23,7:00,6:52,-8
12/29/2017,19805,1169,West,Colorado,Denver,Dallas/Fort Worth,9:35,9:12,-23,6:25,6:18,-7
12/29/2017,19393,1173,Midwest,Illinois,Chicago,New York,11:40,11:17,-23,8:35,8:33,-2
12/29/2017,19393,1193,South,Texas,San Antonio,Las Vegas,6:40,6:17,-23,5:45,5:41,-4
12/29/2017,19393,1217,Midwest,Ohio,Columbus,Atlanta,9:25,9:02,-23,7:40,7:38,-2
12/29/2017,19805,1241,South,Texas,Dallas/Fort Worth,Ontario,10:08,9:45,-23,8:50,8:46,-4
12/29/2017,19977,1245,Northeast,New Jersey,Newark,Atlanta,19:39,19:16,-23,17:05,16:58,-7
12/29/2017,19977,1265,West,California,San Jose,Denver,16:25,16:02,-23,12:50,12:43,-7
12/29/2017,19805,1387,South,Texas,Dallas/Fort Worth,San Francisco,18:59,18:36,-23,17:00,16:58,-2
12/29/2017,19977,1401,South,Texas,Houston,Dallas/Fort Worth,8:53,8:30,-23,7:35,7:27,-8
12/29/2017,19393,1415,Midwest,Missouri,St. Louis,Phoenix,9:20,8:57,-23,6:40,6:40,0
12/29/2017,19805,1446,South,Florida,Miami,Atlanta,21:40,21:17,-23,19:35,19:29,-6
12/29/2017,19393,1452,South,Texas,Dallas,Burbank,13:30,13:07,-23,12:00,12:01,1
12/29/2017,19977,1463,South,Florida,Miami,Denver,18:18,17:55,-23,15:45,15:43,-2
12/29/2017,19805,1540,South,Texas,Dallas/Fort Worth,Reno,23:53,23:30,-23,22:15,22:11,-4
12/29/2017,19790,1570,Midwest,Missouri,St. Louis,Atlanta,13:44,13:21,-23,11:04,10:59,-5
12/29/2017,19790,1579,South,Georgia,Atlanta,San Diego,12:02,11:39,-23,10:05,10:06,1
12/29/2017,19790,1605,Northeast,Pennsylvania,Philadelphia,Atlanta,8:25,8:02,-23,6:00,5:56,-4
12/29/2017,19977,1610,West,California,San Francisco,Salt Lake City,15:48,15:25,-23,12:50,12:44,-6
12/29/2017,19805,1673,South,North Carolina,Charlotte,New Orleans,17:18,16:55,-23,16:10,16:03,-7
12/29/2017,19790,1690,Northeast,Connecticut,Hartford,Atlanta,20:27,20:04,-23,17:32,17:30,-2
12/29/2017,19790,1691,South,Georgia,Atlanta,Montrose/Delta,12:35,12:12,-23,10:41,10:37,-4
12/29/2017,19977,1711,West,Oregon,Portland,Newark,13:57,13:34,-23,5:50,5:52,2
12/29/2017,19790,1728,West,California,San Diego,Minneapolis,20:55,20:32,-23,15:10,15:05,-5
12/29/2017,19805,1757,Northeast,New Jersey,Newark,Charlotte,19:10,18:47,-23,17:03,16:59,-4
12/29/2017,19790,1792,South,Georgia,Atlanta,San Diego,18:30,18:07,-23,16:39,16:40,1
12/29/2017,19790,1802,South,Georgia,Atlanta,Salt Lake City,13:16,12:53,-23,10:50,10:49,-1
12/29/2017,19805,1805,South,Florida,Jacksonville,Charlotte,10:25,10:02,-23,8:54,8:46,-8
12/29/2017,19977,1859,South,Texas,Houston,Phoenix,14:05,13:42,-23,12:03,12:10,7
12/29/2017,19977,1870,South,Texas,Houston,San Diego,15:52,15:29,-23,14:20,14:19,-1
12/29/2017,19790,1883,South,Florida,Orlando,Atlanta,13:05,12:42,-23,11:20,11:22,2
12/29/2017,19977,1896,West,Nevada,Las Vegas,San Francisco,14:53,14:30,-23,13:15,13:07,-8
12/29/2017,19790,1905,South,Florida,Orlando,Atlanta,13:58,13:35,-23,12:20,12:15,-5
12/29/2017,19805,1907,South,North Carolina,Raleigh/Durham,Charlotte,17:22,16:59,-23,16:10,16:03,-7
12/29/2017,19790,1912,South,Georgia,Atlanta,Houston,12:07,11:44,-23,10:50,10:49,-1
12/29/2017,19790,1917,West,Washington,Seattle,Phoenix,11:44,11:21,-23,7:45,7:41,-4
12/29/2017,19790,1925,South,Florida,Fort Myers,New York,21:07,20:44,-23,18:15,18:10,-5
12/29/2017,19977,1928,Northeast,Massachusetts,Boston,Newark,11:27,11:04,-23,9:55,9:50,-5
12/29/2017,19805,1930,West,Oregon,Portland,Charlotte,6:06,5:43,-23,22:25,22:23,-2
12/29/2017,19790,1938,Midwest,Minnesota,Minneapolis,San Francisco,11:27,11:04,-23,8:55,8:53,-2
12/29/2017,19805,1982,South,North Carolina,Charlotte,Boston,12:05,11:42,-23,9:45,9:41,-4
12/29/2017,19790,1998,South,Florida,Miami,Atlanta,19:50,19:27,-23,17:45,17:43,-2
12/29/2017,19805,2012,South,Texas,Austin,Charlotte,21:13,20:50,-23,17:34,17:25,-9
12/29/2017,19790,2161,West,Utah,Salt Lake City,Atlanta,18:44,18:21,-23,13:00,13:05,5
12/29/2017,19790,2172,South,Florida,Orlando,Atlanta,19:09,18:46,-23,17:25,17:23,-2
12/29/2017,19977,2172,Northeast,New Jersey,Newark,Houston,23:06,22:43,-23,19:59,19:55,-4
12/29/2017,19805,2176,South,Texas,Dallas/Fort Worth,Reno,11:05,10:42,-23,9:15,9:13,-2
12/29/2017,19805,2181,South,Texas,Dallas/Fort Worth,San Diego,9:58,9:35,-23,8:45,8:42,-3
12/29/2017,19790,2220,West,Colorado,Denver,Minneapolis,10:28,10:05,-23,7:15,7:10,-5
12/29/2017,19790,2251,South,North Carolina,Charlotte,Atlanta,13:30,13:07,-23,12:00,11:57,-3
12/29/2017,19805,2261,West,Washington,Seattle,Chicago,16:11,15:48,-23,10:11,10:03,-8
12/29/2017,19790,2288,Northeast,New York,New York,San Diego,11:39,11:16,-23,8:10,8:10,0
12/29/2017,19790,2294,South,Georgia,Atlanta,Houston,16:42,16:19,-23,15:18,15:18,0
12/29/2017,19805,2314,South,Virginia,Richmond,Dallas/Fort Worth,9:40,9:17,-23,7:00,7:00,0
12/29/2017,19805,2356,South,Texas,Dallas/Fort Worth,Denver,10:07,9:44,-23,8:55,8:49,-6
12/29/2017,19790,2379,West,Colorado,Denver,Los Angeles,7:50,7:27,-23,6:00,6:13,13
12/29/2017,19790,2411,West,Arizona,Phoenix,Minneapolis,22:49,22:26,-23,18:40,18:32,-8
12/29/2017,19790,2438,Midwest,Michigan,Detroit,Boston,11:59,11:36,-23,9:55,10:00,5
12/29/2017,19790,2472,South,South Carolina,Charleston,Atlanta,17:05,16:42,-23,15:40,15:38,-2
12/29/2017,19790,2488,Northeast,Massachusetts,Boston,San Francisco,11:05,10:42,-23,7:00,6:58,-2
12/29/2017,19790,2490,South,Virginia,Washington,Atlanta,21:34,21:11,-23,19:25,19:28,3
12/29/2017,19790,2610,West,California,San Francisco,Boston,20:45,20:22,-23,12:00,11:57,-3
12/29/2017,19805,2758,South,Maryland,Baltimore,Dallas/Fort Worth,14:15,13:52,-23,11:40,11:36,-4
12/29/2017,19790,2830,South,Kentucky,Cincinnati,Atlanta,7:35,7:12,-23,5:50,5:48,-2
12/29/2017,19393,4954,South,North Carolina,Charlotte,Dallas,17:40,17:17,-23,15:40,15:44,4
12/29/2017,19393,5107,Northeast,New York,New York,Houston,15:25,15:02,-23,12:10,12:09,-1
12/29/2017,19393,5437,West,New Mexico,Albuquerque,Phoenix,6:40,6:17,-23,5:15,5:12,-3
12/29/2017,19393,6170,West,Oregon,Portland,St. Louis,14:05,13:42,-23,8:30,8:28,-2
12/29/2017,19393,6288,South,Texas,San Antonio,Phoenix,8:05,7:42,-23,6:35,6:33,-2
12/29/2017,19393,6660,West,Nevada,Las Vegas,Portland,23:45,23:22,-23,21:20,21:17,-3
12/29/2017,19393,6698,West,Washington,Seattle,Denver,12:20,11:57,-23,8:40,8:31,-9
12/29/2017,19393,6751,West,Colorado,Denver,New York,23:25,23:02,-23,17:45,17:41,-4
12/29/2017,19393,6760,South,Texas,Houston,Phoenix,11:50,11:27,-23,9:55,9:53,-2
12/29/2017,19393,6799,West,Utah,Salt Lake City,Oakland,7:15,6:52,-23,6:00,5:58,-2
12/29/2017,19393,6856,South,Texas,Dallas,Ontario,14:15,13:52,-23,13:05,13:03,-2
12/29/2017,19805,58,West,Hawaii,Kona,Los Angeles,21:28,21:06,-22,14:01,13:48,-13
12/29/2017,19805,208,West,Washington,Seattle,Phoenix,12:10,11:48,-22,8:15,8:07,-8
12/29/2017,19977,306,West,Arizona,Phoenix,San Francisco,13:51,13:29,-22,12:32,12:35,3
12/29/2017,19977,331,West,Washington,Seattle,Denver,14:17,13:55,-22,10:40,10:29,-11
12/29/2017,19790,345,West,California,San Jose,Los Angeles,16:15,15:53,-22,14:43,14:35,-8
12/29/2017,19977,375,South,Florida,West Palm Beach/Palm Beach,Newark,23:55,23:33,-22,20:58,20:48,-10
12/29/2017,19977,405,West,Colorado,Denver,Santa Ana,17:05,16:43,-22,15:35,15:29,-6
12/29/2017,19790,422,Northeast,New York,New York,Atlanta,16:19,15:57,-22,13:35,13:30,-5
12/29/2017,19977,444,West,California,Los Angeles,San Francisco,14:43,14:21,-22,13:09,13:04,-5
12/29/2017,19977,463,Northeast,New York,New York,Chicago,9:43,9:21,-22,8:00,7:58,-2
12/29/2017,19977,468,West,California,Los Angeles,Washington,20:13,19:51,-22,12:22,12:19,-3
12/29/2017,19977,479,West,California,Los Angeles,Newark,22:44,22:22,-22,14:30,14:16,-14
12/29/2017,19790,491,Northeast,New York,New York,Salt Lake City,21:08,20:46,-22,17:20,17:17,-3
12/29/2017,19977,495,South,Virginia,Washington,New Orleans,19:47,19:25,-22,17:55,17:50,-5
12/29/2017,19977,531,Midwest,Illinois,Chicago,Los Angeles,12:33,12:11,-22,9:45,9:49,4
12/29/2017,19977,594,West,Colorado,Denver,Phoenix,22:10,21:48,-22,20:14,20:07,-7
12/29/2017,19977,605,South,Virginia,Washington,Chicago,8:14,7:52,-22,7:00,6:51,-9
12/29/2017,19977,622,West,Arizona,Phoenix,San Francisco,19:25,19:03,-22,18:19,18:10,-9
12/29/2017,19790,668,West,Montana,Bozeman,Los Angeles,10:34,10:12,-22,8:41,8:31,-10
12/29/2017,19977,679,West,Oregon,Portland,Chicago,16:24,16:02,-22,10:30,10:28,-2
12/29/2017,19977,739,South,Florida,Orlando,Denver,10:10,9:48,-22,7:50,7:47,-3
12/29/2017,19790,800,Northeast,Massachusetts,Boston,Atlanta,14:08,13:46,-22,11:00,11:00,0
12/29/2017,19977,801,Northeast,New Jersey,Newark,West Palm Beach/Palm Beach,19:56,19:34,-22,16:55,16:49,-6
12/29/2017,19805,802,South,Texas,Dallas/Fort Worth,Las Vegas,8:05,7:43,-22,7:04,7:01,-3
12/29/2017,19790,888,West,California,Los Angeles,San Jose,21:41,21:19,-22,20:15,20:15,0
12/29/2017,19790,926,South,Florida,Sarasota/Bradenton,New York,17:50,17:28,-22,15:05,14:59,-6
12/29/2017,19790,952,South,Florida,Fort Lauderdale,New York,21:58,21:36,-22,18:55,18:51,-4
12/29/2017,19790,959,Midwest,Michigan,Detroit,New York,19:37,19:15,-22,17:33,17:33,0
12/29/2017,19790,966,South,Florida,Miami,New York,14:14,13:52,-22,11:09,11:01,-8
